date,class,counts
2019-04-28T05:00:00Z,Thalassionema,274
2019-04-28T05:00:00Z,Thalassiosira,3622
2019-04-28T05:00:00Z,Tintinnina,61
2019-04-28T05:00:00Z,unclassified,181706
2019-04-28T05:00:00Z,unknown1,29
2019-04-28T05:00:00Z,unknown2,24350
2019-04-28T05:00:00Z,zooplankton,49
2019-05-05T05:00:00Z,Akashiwo,78
2019-05-05T05:00:00Z,Asterionella glacialis,236
2019-05-05T05:00:00Z,Bacillaria,212
2019-05-05T05:00:00Z,bead,32667
2019-05-05T05:00:00Z,Cerataulina bergonii,317
2019-05-05T05:00:00Z,Ceratium,10
2019-05-05T05:00:00Z,Chrysochromulina lanceolata,10
2019-05-05T05:00:00Z,Ciliophora,8877
2019-05-05T05:00:00Z,Corethron hystrix,422
2019-05-05T05:00:00Z,Coscinodiscus,88
2019-05-05T05:00:00Z,Cryptophyta,10690
2019-05-05T05:00:00Z,Cylindrotheca,78605
2019-05-05T05:00:00Z,detritus,2172
2019-05-05T05:00:00Z,Dictyocha,83
2019-05-05T05:00:00Z,Dinobryon,23113
2019-05-05T05:00:00Z,Dinophysis,563
2019-05-05T05:00:00Z,Ditylum brightwellii,89
2019-05-05T05:00:00Z,Eucampia,532
2019-05-05T05:00:00Z,Eucampia striata,12
2019-05-05T05:00:00Z,group chaetoceros curly,618
2019-05-05T05:00:00Z,group chaetoceros single cell,15040
2019-05-05T05:00:00Z,group chaetoceros straight,6587
2019-05-05T05:00:00Z,group pennate,21413
2019-05-05T05:00:00Z,Guinardia blavyana var. blavyana,1432
2019-05-05T05:00:00Z,Gyrodinium,1516
2019-05-05T05:00:00Z,Helicopsis,71
2019-05-05T05:00:00Z,Heterocapsa rotundata,16686
2019-05-05T05:00:00Z,Laboea strobila,174
2019-05-05T05:00:00Z,Leptocylindrus,13401
2019-05-05T05:00:00Z,Licmophora,3035
2019-05-05T05:00:00Z,Margalefidinium,68
2019-05-05T05:00:00Z,Mesodinium,953
2019-05-05T05:00:00Z,Odontella,13
2019-05-05T05:00:00Z,Odontella mobiliensis,1
2019-05-05T05:00:00Z,Paralia sulcata,1051
2019-05-05T05:00:00Z,Pleurosigma,191
2019-05-05T05:00:00Z,pollen,34
2019-05-05T05:00:00Z,Polykrikos,193
2019-05-05T05:00:00Z,Prorocentrum,6116
2019-05-05T05:00:00Z,Protoperidinium,432
2019-05-05T05:00:00Z,Protozoa,104555
2019-05-05T05:00:00Z,Pseudo-nitzschia,720
2019-05-05T05:00:00Z,Pyramimonas longicauda,12878
2019-05-05T05:00:00Z,Rhizosolenia,44
2019-05-05T05:00:00Z,Rhizosolenia delicatula,120
2019-05-05T05:00:00Z,Skeletonema,70219
2019-05-05T05:00:00Z,square unknown,116457
2019-05-05T05:00:00Z,Strobilidium,693
2019-05-05T05:00:00Z,Strombidium morphotype2,573
2019-05-05T05:00:00Z,Thalassionema,257
2019-05-05T05:00:00Z,Thalassiosira,7168
2019-05-05T05:00:00Z,Tintinnina,34
2019-05-05T05:00:00Z,unclassified,276012
2019-05-05T05:00:00Z,unknown1,67
2019-05-05T05:00:00Z,unknown2,42299
2019-05-05T05:00:00Z,zooplankton,58
2019-05-12T05:00:00Z,Akashiwo,24
2019-05-12T05:00:00Z,Asterionella glacialis,27
2019-05-12T05:00:00Z,Bacillaria,181
2019-05-12T05:00:00Z,bead,53451
2019-05-12T05:00:00Z,Cerataulina bergonii,82
2019-05-12T05:00:00Z,Ceratium,13
2019-05-12T05:00:00Z,Chrysochromulina lanceolata,9
2019-05-12T05:00:00Z,Ciliophora,14563
2019-05-12T05:00:00Z,Corethron hystrix,52
2019-05-12T05:00:00Z,Coscinodiscus,19
2019-05-12T05:00:00Z,Cryptophyta,21560
2019-05-12T05:00:00Z,Cylindrotheca,20082
2019-05-12T05:00:00Z,detritus,1348
2019-05-12T05:00:00Z,Dictyocha,65
2019-05-12T05:00:00Z,Dinobryon,1871
2019-05-12T05:00:00Z,Dinophysis,236
2019-05-12T05:00:00Z,Ditylum brightwellii,67
2019-05-12T05:00:00Z,Eucampia,263
2019-05-12T05:00:00Z,Eucampia striata,11
2019-05-12T05:00:00Z,group chaetoceros curly,123
2019-05-12T05:00:00Z,group chaetoceros single cell,7691
2019-05-12T05:00:00Z,group chaetoceros straight,1722
2019-05-12T05:00:00Z,group pennate,15413
2019-05-12T05:00:00Z,Guinardia blavyana var. blavyana,136
2019-05-12T05:00:00Z,Gyrodinium,564
2019-05-12T05:00:00Z,Helicopsis,48
2019-05-12T05:00:00Z,Heterocapsa rotundata,9303
2019-05-12T05:00:00Z,Laboea strobila,61
2019-05-12T05:00:00Z,Leptocylindrus,3135
2019-05-12T05:00:00Z,Licmophora,1353
2019-05-12T05:00:00Z,Margalefidinium,6
2019-05-12T05:00:00Z,Mesodinium,570
2019-05-12T05:00:00Z,Odontella,6
2019-05-12T05:00:00Z,Odontella mobiliensis,3
2019-05-12T05:00:00Z,Paralia sulcata,158
2019-05-12T05:00:00Z,Pleurosigma,145
2019-05-12T05:00:00Z,pollen,21
2019-05-12T05:00:00Z,Polykrikos,20
2019-05-12T05:00:00Z,Prorocentrum,675
2019-05-12T05:00:00Z,Protoperidinium,155
2019-05-12T05:00:00Z,Protozoa,257942
2019-05-12T05:00:00Z,Pseudo-nitzschia,599
2019-05-12T05:00:00Z,Pyramimonas longicauda,8911
2019-05-12T05:00:00Z,Rhizosolenia,62
2019-05-12T05:00:00Z,Rhizosolenia delicatula,90
2019-05-12T05:00:00Z,Skeletonema,77123
2019-05-12T05:00:00Z,square unknown,160277
2019-05-12T05:00:00Z,Strobilidium,414
2019-05-12T05:00:00Z,Strombidium morphotype2,619
2019-05-12T05:00:00Z,Thalassionema,21
2019-05-12T05:00:00Z,Thalassiosira,450
2019-05-12T05:00:00Z,Tintinnina,22
2019-05-12T05:00:00Z,unclassified,292206
2019-05-12T05:00:00Z,unknown1,26
2019-05-12T05:00:00Z,unknown2,50229
2019-05-12T05:00:00Z,zooplankton,49
2019-05-19T05:00:00Z,Akashiwo,9
2019-05-19T05:00:00Z,Asterionella glacialis,40
2019-05-19T05:00:00Z,Bacillaria,111
2019-05-19T05:00:00Z,bad,3
2019-05-19T05:00:00Z,bead,41217
2019-05-19T05:00:00Z,bubble,2
2019-05-19T05:00:00Z,Cerataulina bergonii,113
2019-05-19T05:00:00Z,Ceratium,10
2019-05-19T05:00:00Z,Chrysochromulina lanceolata,3
2019-05-19T05:00:00Z,Ciliophora,6341
2019-05-19T05:00:00Z,Corethron hystrix,67
2019-05-19T05:00:00Z,Coscinodiscus,7
2019-05-19T05:00:00Z,Cryptophyta,7936
2019-05-19T05:00:00Z,Cylindrotheca,8187
2019-05-19T05:00:00Z,detritus,1230
2019-05-19T05:00:00Z,Dictyocha,59
2019-05-19T05:00:00Z,Dinobryon,264
2019-05-19T05:00:00Z,Dinophysis,296
2019-05-19T05:00:00Z,Ditylum brightwellii,60
2019-05-19T05:00:00Z,Eucampia,388
2019-05-19T05:00:00Z,Eucampia striata,23
2019-05-19T05:00:00Z,group chaetoceros curly,144
2019-05-19T05:00:00Z,group chaetoceros single cell,3203
2019-05-19T05:00:00Z,group chaetoceros straight,438
2019-05-19T05:00:00Z,group pennate,12059
2019-05-19T05:00:00Z,Guinardia blavyana var. blavyana,171
2019-05-19T05:00:00Z,Gyrodinium,85
2019-05-19T05:00:00Z,Helicopsis,52
2019-05-19T05:00:00Z,Heterocapsa rotundata,6501
2019-05-19T05:00:00Z,Laboea strobila,14
2019-05-19T05:00:00Z,Leptocylindrus,2785
2019-05-19T05:00:00Z,Licmophora,1236
2019-05-19T05:00:00Z,Margalefidinium,5
2019-05-19T05:00:00Z,Mesodinium,340
2019-05-19T05:00:00Z,Odontella,3
2019-05-19T05:00:00Z,Paralia sulcata,142
2019-05-19T05:00:00Z,Pleurosigma,104
2019-05-19T05:00:00Z,pollen,12
2019-05-19T05:00:00Z,Polykrikos,16
2019-05-19T05:00:00Z,Prorocentrum,436
2019-05-19T05:00:00Z,Protoperidinium,207
2019-05-19T05:00:00Z,Protozoa,107831
2019-05-19T05:00:00Z,Pseudo-nitzschia,1192
2019-05-19T05:00:00Z,Pyramimonas longicauda,5681
2019-05-19T05:00:00Z,Rhizosolenia,120
2019-05-19T05:00:00Z,Rhizosolenia delicatula,157
2019-05-19T05:00:00Z,Skeletonema,3024
2019-05-19T05:00:00Z,square unknown,97153
2019-05-19T05:00:00Z,Strobilidium,106
2019-05-19T05:00:00Z,Strombidium morphotype2,446
2019-05-19T05:00:00Z,Thalassionema,65
2019-05-19T05:00:00Z,Thalassiosira,368
2019-05-19T05:00:00Z,Tintinnina,8
2019-05-19T05:00:00Z,unclassified,124018
2019-05-19T05:00:00Z,unknown1,41
2019-05-19T05:00:00Z,unknown2,29132
2019-05-19T05:00:00Z,zooplankton,41
2019-05-26T05:00:00Z,Akashiwo,6
2019-05-26T05:00:00Z,Asterionella glacialis,269
2019-05-26T05:00:00Z,Bacillaria,118
2019-05-26T05:00:00Z,bad,2
2019-05-26T05:00:00Z,bead,120197
2019-05-26T05:00:00Z,bubble,2
2019-05-26T05:00:00Z,Cerataulina bergonii,1973
2019-05-26T05:00:00Z,Ceratium,12
2019-05-26T05:00:00Z,Chrysochromulina lanceolata,5
2019-05-26T05:00:00Z,Ciliophora,9932
2019-05-26T05:00:00Z,Corethron hystrix,749
2019-05-26T05:00:00Z,Coscinodiscus,4
2019-05-26T05:00:00Z,Cryptophyta,5254
2019-05-26T05:00:00Z,Cylindrotheca,5992
2019-05-26T05:00:00Z,detritus,2309
2019-05-26T05:00:00Z,Dictyocha,417
2019-05-26T05:00:00Z,Dinobryon,4300
2019-05-26T05:00:00Z,Dinophysis,1505
2019-05-26T05:00:00Z,Ditylum brightwellii,430
2019-05-26T05:00:00Z,Eucampia,1091
2019-05-26T05:00:00Z,Eucampia striata,72
2019-05-26T05:00:00Z,group chaetoceros curly,1017
2019-05-26T05:00:00Z,group chaetoceros single cell,6845
2019-05-26T05:00:00Z,group chaetoceros straight,1924
2019-05-26T05:00:00Z,group pennate,27620
2019-05-26T05:00:00Z,Guinardia blavyana var. blavyana,2380
2019-05-26T05:00:00Z,Gyrodinium,518
2019-05-26T05:00:00Z,Helicopsis,65
2019-05-26T05:00:00Z,Heterocapsa rotundata,12407
2019-05-26T05:00:00Z,Laboea strobila,39
2019-05-26T05:00:00Z,Leptocylindrus,19079
2019-05-26T05:00:00Z,Licmophora,2179
2019-05-26T05:00:00Z,Margalefidinium,6
2019-05-26T05:00:00Z,Mesodinium,451
2019-05-26T05:00:00Z,Odontella,8
2019-05-26T05:00:00Z,Odontella mobiliensis,2
2019-05-26T05:00:00Z,Paralia sulcata,102
2019-05-26T05:00:00Z,Pleurosigma,82
2019-05-26T05:00:00Z,pollen,18
2019-05-26T05:00:00Z,Polykrikos,94
2019-05-26T05:00:00Z,Prorocentrum,9287
2019-05-26T05:00:00Z,Protoperidinium,1419
2019-05-26T05:00:00Z,Protozoa,115573
2019-05-26T05:00:00Z,Pseudo-nitzschia,12923
2019-05-26T05:00:00Z,Pyramimonas longicauda,9454
2019-05-26T05:00:00Z,Rhizosolenia,277
2019-05-26T05:00:00Z,Rhizosolenia delicatula,480
2019-05-26T05:00:00Z,Skeletonema,8887
2019-05-26T05:00:00Z,square unknown,269459
2019-05-26T05:00:00Z,Strobilidium,82
2019-05-26T05:00:00Z,Strombidium morphotype2,1066
2019-05-26T05:00:00Z,Thalassionema,997
2019-05-26T05:00:00Z,Thalassiosira,4094
2019-05-26T05:00:00Z,Tintinnina,14
2019-05-26T05:00:00Z,unclassified,268784
2019-05-26T05:00:00Z,unknown1,111
2019-05-26T05:00:00Z,unknown2,112433
2019-05-26T05:00:00Z,zooplankton,55
2019-06-02T05:00:00Z,Akashiwo,6
2019-06-02T05:00:00Z,Asterionella glacialis,119
2019-06-02T05:00:00Z,Bacillaria,109
2019-06-02T05:00:00Z,bead,152422
2019-06-02T05:00:00Z,Cerataulina bergonii,1988
2019-06-02T05:00:00Z,Ceratium,2
2019-06-02T05:00:00Z,Chrysochromulina lanceolata,2
2019-06-02T05:00:00Z,Ciliophora,3535
2019-06-02T05:00:00Z,Corethron hystrix,282
2019-06-02T05:00:00Z,Coscinodiscus,3
2019-06-02T05:00:00Z,Cryptophyta,8184
2019-06-02T05:00:00Z,Cylindrotheca,4925
2019-06-02T05:00:00Z,detritus,2043
2019-06-02T05:00:00Z,Dictyocha,68
2019-06-02T05:00:00Z,Dinobryon,565
2019-06-02T05:00:00Z,Dinophysis,692
2019-06-02T05:00:00Z,Ditylum brightwellii,195
2019-06-02T05:00:00Z,Eucampia,341
2019-06-02T05:00:00Z,Eucampia striata,108
2019-06-02T05:00:00Z,group chaetoceros curly,371
2019-06-02T05:00:00Z,group chaetoceros single cell,6949
2019-06-02T05:00:00Z,group chaetoceros straight,3257
2019-06-02T05:00:00Z,group pennate,17952
2019-06-02T05:00:00Z,Guinardia blavyana var. blavyana,2430
2019-06-02T05:00:00Z,Gyrodinium,224
2019-06-02T05:00:00Z,Helicopsis,42
2019-06-02T05:00:00Z,Heterocapsa rotundata,5493
2019-06-02T05:00:00Z,Laboea strobila,17
2019-06-02T05:00:00Z,Leptocylindrus,27825
2019-06-02T05:00:00Z,Licmophora,737
2019-06-02T05:00:00Z,Margalefidinium,5
2019-06-02T05:00:00Z,Mesodinium,248
2019-06-02T05:00:00Z,Odontella,7
2019-06-02T05:00:00Z,Odontella mobiliensis,1
2019-06-02T05:00:00Z,Paralia sulcata,116
2019-06-02T05:00:00Z,Pleurosigma,122
2019-06-02T05:00:00Z,pollen,25
2019-06-02T05:00:00Z,Polykrikos,12
2019-06-02T05:00:00Z,Prorocentrum,4662
2019-06-02T05:00:00Z,Protoperidinium,170
2019-06-02T05:00:00Z,Protozoa,169987
2019-06-02T05:00:00Z,Pseudo-nitzschia,18089
2019-06-02T05:00:00Z,Pyramimonas longicauda,8465
2019-06-02T05:00:00Z,Rhizosolenia,122
2019-06-02T05:00:00Z,Rhizosolenia delicatula,525
2019-06-02T05:00:00Z,Skeletonema,8792
2019-06-02T05:00:00Z,square unknown,196713
2019-06-02T05:00:00Z,Strobilidium,95
2019-06-02T05:00:00Z,Strombidium morphotype2,353
2019-06-02T05:00:00Z,Thalassionema,80
2019-06-02T05:00:00Z,Thalassiosira,323
2019-06-02T05:00:00Z,Tintinnina,11
2019-06-02T05:00:00Z,unclassified,268543
2019-06-02T05:00:00Z,unknown1,58
2019-06-02T05:00:00Z,unknown2,87536
2019-06-02T05:00:00Z,zooplankton,40
2019-06-09T05:00:00Z,Akashiwo,6
2019-06-09T05:00:00Z,Asterionella glacialis,115
2019-06-09T05:00:00Z,Bacillaria,92
2019-06-09T05:00:00Z,bad,1
2019-06-09T05:00:00Z,bead,84699
2019-06-09T05:00:00Z,bubble,1
2019-06-09T05:00:00Z,Cerataulina bergonii,2772
2019-06-09T05:00:00Z,Ceratium,7
2019-06-09T05:00:00Z,Chrysochromulina lanceolata,8
2019-06-09T05:00:00Z,Ciliophora,3636
2019-06-09T05:00:00Z,Corethron hystrix,192
2019-06-09T05:00:00Z,Coscinodiscus,6
2019-06-09T05:00:00Z,Cryptophyta,12376
2019-06-09T05:00:00Z,Cylindrotheca,3188
2019-06-09T05:00:00Z,detritus,2722
2019-06-09T05:00:00Z,Dictyocha,120
2019-06-09T05:00:00Z,Dinobryon,559
2019-06-09T05:00:00Z,Dinophysis,551
2019-06-09T05:00:00Z,Ditylum brightwellii,361
2019-06-09T05:00:00Z,Eucampia,698
2019-06-09T05:00:00Z,Eucampia striata,125
2019-06-09T05:00:00Z,group chaetoceros curly,1255
2019-06-09T05:00:00Z,group chaetoceros single cell,7048
2019-06-09T05:00:00Z,group chaetoceros straight,4348
2019-06-09T05:00:00Z,group pennate,22007
2019-06-09T05:00:00Z,Guinardia blavyana var. blavyana,4319
2019-06-09T05:00:00Z,Gyrodinium,155
2019-06-09T05:00:00Z,Helicopsis,35
2019-06-09T05:00:00Z,Heterocapsa rotundata,5666
2019-06-09T05:00:00Z,Laboea strobila,24
2019-06-09T05:00:00Z,Leptocylindrus,5222
2019-06-09T05:00:00Z,Licmophora,593
2019-06-09T05:00:00Z,Margalefidinium,5
2019-06-09T05:00:00Z,Mesodinium,304
2019-06-09T05:00:00Z,Odontella,8
2019-06-09T05:00:00Z,Paralia sulcata,99
2019-06-09T05:00:00Z,Pleurosigma,116
2019-06-09T05:00:00Z,pollen,53
2019-06-09T05:00:00Z,Polykrikos,8
2019-06-09T05:00:00Z,Prorocentrum,1716
2019-06-09T05:00:00Z,Protoperidinium,197
2019-06-09T05:00:00Z,Protozoa,144577
2019-06-09T05:00:00Z,Pseudo-nitzschia,694
2019-06-09T05:00:00Z,Pyramimonas longicauda,8098
2019-06-09T05:00:00Z,Rhizosolenia,141
2019-06-09T05:00:00Z,Rhizosolenia delicatula,1219
2019-06-09T05:00:00Z,Skeletonema,5255
2019-06-09T05:00:00Z,square unknown,138668
2019-06-09T05:00:00Z,Strobilidium,251
2019-06-09T05:00:00Z,Strombidium morphotype2,547
2019-06-09T05:00:00Z,Thalassionema,128
2019-06-09T05:00:00Z,Thalassiosira,313
2019-06-09T05:00:00Z,Tintinnina,11
2019-06-09T05:00:00Z,unclassified,217253
2019-06-09T05:00:00Z,unknown1,109
2019-06-09T05:00:00Z,unknown2,50264
2019-06-09T05:00:00Z,zooplankton,39
2019-06-16T05:00:00Z,Akashiwo,5
2019-06-16T05:00:00Z,Asterionella glacialis,258
2019-06-16T05:00:00Z,Bacillaria,86
2019-06-16T05:00:00Z,bad,2
2019-06-16T05:00:00Z,bead,86676
2019-06-16T05:00:00Z,Cerataulina bergonii,46466
2019-06-16T05:00:00Z,Ceratium,3
2019-06-16T05:00:00Z,Chrysochromulina lanceolata,1
2019-06-16T05:00:00Z,Ciliophora,1793
2019-06-16T05:00:00Z,Corethron hystrix,493
2019-06-16T05:00:00Z,Coscinodiscus,4
2019-06-16T05:00:00Z,Cryptophyta,6381
2019-06-16T05:00:00Z,Cylindrotheca,8731
2019-06-16T05:00:00Z,detritus,1539
2019-06-16T05:00:00Z,Dictyocha,47
2019-06-16T05:00:00Z,Dinobryon,7586
2019-06-16T05:00:00Z,Dinophysis,353
2019-06-16T05:00:00Z,Ditylum brightwellii,641
2019-06-16T05:00:00Z,Eucampia,2627
2019-06-16T05:00:00Z,Eucampia striata,236
2019-06-16T05:00:00Z,group chaetoceros curly,1818
2019-06-16T05:00:00Z,group chaetoceros single cell,11869
2019-06-16T05:00:00Z,group chaetoceros straight,18386
2019-06-16T05:00:00Z,group pennate,30765
2019-06-16T05:00:00Z,Guinardia blavyana var. blavyana,5739
2019-06-16T05:00:00Z,Gyrodinium,69
2019-06-16T05:00:00Z,Helicopsis,10
2019-06-16T05:00:00Z,Heterocapsa rotundata,5296
2019-06-16T05:00:00Z,Leptocylindrus,33630
2019-06-16T05:00:00Z,Licmophora,417
2019-06-16T05:00:00Z,Margalefidinium,5
2019-06-16T05:00:00Z,Mesodinium,51
2019-06-16T05:00:00Z,Odontella,3
2019-06-16T05:00:00Z,Odontella mobiliensis,4
2019-06-16T05:00:00Z,Paralia sulcata,72
2019-06-16T05:00:00Z,Pleurosigma,96
2019-06-16T05:00:00Z,pollen,14
2019-06-16T05:00:00Z,Polykrikos,5
2019-06-16T05:00:00Z,Prorocentrum,2782
2019-06-16T05:00:00Z,Protoperidinium,36
2019-06-16T05:00:00Z,Protozoa,308457
2019-06-16T05:00:00Z,Pseudo-nitzschia,803
2019-06-16T05:00:00Z,Pyramimonas longicauda,5918
2019-06-16T05:00:00Z,Rhizosolenia,371
2019-06-16T05:00:00Z,Rhizosolenia delicatula,4869
2019-06-16T05:00:00Z,Skeletonema,55260
2019-06-16T05:00:00Z,square unknown,183127
2019-06-16T05:00:00Z,Strobilidium,25
2019-06-16T05:00:00Z,Strombidium morphotype2,224
2019-06-16T05:00:00Z,Thalassionema,441
2019-06-16T05:00:00Z,Thalassiosira,198
2019-06-16T05:00:00Z,Tintinnina,8
2019-06-16T05:00:00Z,unclassified,369778
2019-06-16T05:00:00Z,unknown1,50
2019-06-16T05:00:00Z,unknown2,69294
2019-06-16T05:00:00Z,zooplankton,27
2019-06-23T05:00:00Z,Akashiwo,4
2019-06-23T05:00:00Z,Asterionella glacialis,496
2019-06-23T05:00:00Z,Bacillaria,32
2019-06-23T05:00:00Z,bad,4
2019-06-23T05:00:00Z,bead,48671
2019-06-23T05:00:00Z,Cerataulina bergonii,103558
2019-06-23T05:00:00Z,Ceratium,3
2019-06-23T05:00:00Z,Chrysochromulina lanceolata,3
2019-06-23T05:00:00Z,Ciliophora,1494
2019-06-23T05:00:00Z,Corethron hystrix,751
2019-06-23T05:00:00Z,Coscinodiscus,4
2019-06-23T05:00:00Z,Cryptophyta,7822
2019-06-23T05:00:00Z,Cylindrotheca,2681
2019-06-23T05:00:00Z,detritus,1830
2019-06-23T05:00:00Z,Dictyocha,56
2019-06-23T05:00:00Z,Dinobryon,6047
2019-06-23T05:00:00Z,Dinophysis,146
2019-06-23T05:00:00Z,Ditylum brightwellii,1351
2019-06-23T05:00:00Z,Eucampia,8864
2019-06-23T05:00:00Z,Eucampia striata,58
2019-06-23T05:00:00Z,group chaetoceros curly,1178
2019-06-23T05:00:00Z,group chaetoceros single cell,11668
2019-06-23T05:00:00Z,group chaetoceros straight,6967
2019-06-23T05:00:00Z,group pennate,15717
2019-06-23T05:00:00Z,Guinardia blavyana var. blavyana,10050
2019-06-23T05:00:00Z,Gyrodinium,34
2019-06-23T05:00:00Z,Helicopsis,5
2019-06-23T05:00:00Z,Heterocapsa rotundata,6414
2019-06-23T05:00:00Z,Leptocylindrus,24992
2019-06-23T05:00:00Z,Licmophora,249
2019-06-23T05:00:00Z,Margalefidinium,2
2019-06-23T05:00:00Z,Mesodinium,31
2019-06-23T05:00:00Z,Odontella mobiliensis,4
2019-06-23T05:00:00Z,Paralia sulcata,18
2019-06-23T05:00:00Z,Pleurosigma,44
2019-06-23T05:00:00Z,pollen,11
2019-06-23T05:00:00Z,Polykrikos,1
2019-06-23T05:00:00Z,Prorocentrum,161
2019-06-23T05:00:00Z,Protoperidinium,35
2019-06-23T05:00:00Z,Protozoa,193838
2019-06-23T05:00:00Z,Pseudo-nitzschia,590
2019-06-23T05:00:00Z,Pyramimonas longicauda,3834
2019-06-23T05:00:00Z,Rhizosolenia,463
2019-06-23T05:00:00Z,Rhizosolenia delicatula,2707
2019-06-23T05:00:00Z,Skeletonema,46051
2019-06-23T05:00:00Z,square unknown,113331
2019-06-23T05:00:00Z,Strobilidium,7
2019-06-23T05:00:00Z,Strombidium morphotype2,204
2019-06-23T05:00:00Z,Thalassionema,234
2019-06-23T05:00:00Z,Thalassiosira,12
2019-06-23T05:00:00Z,Tintinnina,8
2019-06-23T05:00:00Z,unclassified,328940
2019-06-23T05:00:00Z,unknown1,64
2019-06-23T05:00:00Z,unknown2,42702
2019-06-23T05:00:00Z,zooplankton,31
2019-06-30T05:00:00Z,Asterionella glacialis,68
2019-06-30T05:00:00Z,Bacillaria,7
2019-06-30T05:00:00Z,bead,7257
2019-06-30T05:00:00Z,bubble,2
2019-06-30T05:00:00Z,Cerataulina bergonii,13278
2019-06-30T05:00:00Z,Ceratium,1
2019-06-30T05:00:00Z,Chrysochromulina lanceolata,1
2019-06-30T05:00:00Z,Ciliophora,266
2019-06-30T05:00:00Z,Corethron hystrix,137
2019-06-30T05:00:00Z,Cryptophyta,3360
2019-06-30T05:00:00Z,Cylindrotheca,195
2019-06-30T05:00:00Z,detritus,239
2019-06-30T05:00:00Z,Dictyocha,51
2019-06-30T05:00:00Z,Dinobryon,322
2019-06-30T05:00:00Z,Dinophysis,12
2019-06-30T05:00:00Z,Ditylum brightwellii,164
2019-06-30T05:00:00Z,Eucampia,2905
2019-06-30T05:00:00Z,Eucampia striata,17
2019-06-30T05:00:00Z,group chaetoceros curly,69
2019-06-30T05:00:00Z,group chaetoceros single cell,886
2019-06-30T05:00:00Z,group chaetoceros straight,302
2019-06-30T05:00:00Z,group pennate,2886
2019-06-30T05:00:00Z,Guinardia blavyana var. blavyana,429
2019-06-30T05:00:00Z,Gyrodinium,5
2019-06-30T05:00:00Z,Heterocapsa rotundata,561
2019-06-30T05:00:00Z,Leptocylindrus,4118
2019-06-30T05:00:00Z,Licmophora,53
2019-06-30T05:00:00Z,Mesodinium,7
2019-06-30T05:00:00Z,Odontella mobiliensis,3
2019-06-30T05:00:00Z,Paralia sulcata,3
2019-06-30T05:00:00Z,Pleurosigma,14
2019-06-30T05:00:00Z,Prorocentrum,8
2019-06-30T05:00:00Z,Protoperidinium,9
2019-06-30T05:00:00Z,Protozoa,12320
2019-06-30T05:00:00Z,Pseudo-nitzschia,175
2019-06-30T05:00:00Z,Pyramimonas longicauda,528
2019-06-30T05:00:00Z,Rhizosolenia,93
2019-06-30T05:00:00Z,Rhizosolenia delicatula,193
2019-06-30T05:00:00Z,Skeletonema,2315
2019-06-30T05:00:00Z,square unknown,14014
2019-06-30T05:00:00Z,Strobilidium,2
2019-06-30T05:00:00Z,Strombidium morphotype2,35
2019-06-30T05:00:00Z,Thalassionema,55
2019-06-30T05:00:00Z,Thalassiosira,6
2019-06-30T05:00:00Z,Tintinnina,2
2019-06-30T05:00:00Z,unclassified,35611
2019-06-30T05:00:00Z,unknown1,13
2019-06-30T05:00:00Z,unknown2,4394
2019-06-30T05:00:00Z,zooplankton,2
2019-07-07T05:00:00Z,Akashiwo,2
2019-07-07T05:00:00Z,Asterionella glacialis,81
2019-07-07T05:00:00Z,Bacillaria,7
2019-07-07T05:00:00Z,bad,20
2019-07-07T05:00:00Z,bead,11153
2019-07-07T05:00:00Z,Cerataulina bergonii,2519
2019-07-07T05:00:00Z,Ceratium,4
2019-07-07T05:00:00Z,Chrysochromulina lanceolata,2
2019-07-07T05:00:00Z,Ciliophora,1429
2019-07-07T05:00:00Z,Corethron hystrix,463
2019-07-07T05:00:00Z,Cryptophyta,7627
2019-07-07T05:00:00Z,Cylindrotheca,923
2019-07-07T05:00:00Z,detritus,754
2019-07-07T05:00:00Z,Dictyocha,13
2019-07-07T05:00:00Z,Dinobryon,2602
2019-07-07T05:00:00Z,Dinophysis,58
2019-07-07T05:00:00Z,Ditylum brightwellii,121
2019-07-07T05:00:00Z,Eucampia,5978
2019-07-07T05:00:00Z,Eucampia striata,74
2019-07-07T05:00:00Z,group chaetoceros curly,792
2019-07-07T05:00:00Z,group chaetoceros single cell,20131
2019-07-07T05:00:00Z,group chaetoceros straight,10070
2019-07-07T05:00:00Z,group pennate,15454
2019-07-07T05:00:00Z,Guinardia blavyana var. blavyana,255
2019-07-07T05:00:00Z,Gyrodinium,28
2019-07-07T05:00:00Z,Helicopsis,2
2019-07-07T05:00:00Z,Heterocapsa rotundata,3343
2019-07-07T05:00:00Z,Leptocylindrus,8755
2019-07-07T05:00:00Z,Licmophora,213
2019-07-07T05:00:00Z,Mesodinium,114
2019-07-07T05:00:00Z,Odontella,2
2019-07-07T05:00:00Z,Odontella mobiliensis,2
2019-07-07T05:00:00Z,Paralia sulcata,6
2019-07-07T05:00:00Z,Pleurosigma,21
2019-07-07T05:00:00Z,pollen,1
2019-07-07T05:00:00Z,Polykrikos,8
2019-07-07T05:00:00Z,Prorocentrum,41
2019-07-07T05:00:00Z,Protoperidinium,40
2019-07-07T05:00:00Z,Protozoa,13532
2019-07-07T05:00:00Z,Pseudo-nitzschia,804
2019-07-07T05:00:00Z,Pyramimonas longicauda,6788
2019-07-07T05:00:00Z,Rhizosolenia,15
2019-07-07T05:00:00Z,Rhizosolenia delicatula,33
2019-07-07T05:00:00Z,Skeletonema,9436
